case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd
1570830,Oshkosh Corporation,Oshkosh Corporation,2307 Ogregon St,Oshkosh,WI,54903,3361
1615764,Rent-A-Center,"Rent-A-Center East, Inc.",5348 East Independence Blvd,Charlotte,NC,28212,532210
1741608,Popeye's Chicken,"Sailorman, Inc",3246 Mercer University Drive,Macon,GA,31204,722211
1600740,"The Continental Group, Inc.","The Continental Group, Inc.",2950 N. 28th Terrace,Hollywood,FL,33020,531311
1600847,"Taylor Farms, Inc.",Taylor Fresh Foods,911 Blanco Rd.,Salinas,CA,93902,111219
1534664,Pick 'N Save,"Roundy's Supermarkets, Inc.",2643 Eastern Ave,Plymouth,WI,53073,445110
1534744,Erie County Medical Center,Erie County Medical Center Corporation,462 Grider Street,Buffalo,NY,14215,9660
1512202,Pick 'n Save,"Roundy's Supermarkets, Inc.",6655 McKee Rd,Madison,WI,53719,445110
1733729,McDonald's,"Faris Properties, LLC",206 Walker Springs Road,Knoxville,TN,37923,722211
1575179,Thor Construction Corporation,Thor Construction Corporation,3805 Bayshore Road,Cape May,NJ,8204,238990
1581990,Boston Common Coffee Company,Boston Common Coffee Company,One East Condon Way,Hopedale,MA,1747,311920
1575984,City of Chicago Office of Emergency Managemen,City of Chicago Office of Emergency Managemen,1411 West Madison,Chicago,IL,60602,9890
1589976,JC Penney,"JC Penney, Inc.",6501 Legacy Drive,Plano,TX,75024,452111
1570953,Country Mart,"Bob's Super Saver, Inc",2020 Main Street,Parsons,KS,67357,445110
1570980,Sears,Sears Holding Management Corporation,578 Aviation Road,Queensbury,NY,12804,811111
1571015,"Central Fairfax Services, Inc. - OT14","Central Fairfax Services, Inc.",6860 Commercial Drive,Springfield,VA,22151,62431
1571125,Grass Master,"Grass Masters, Inc.",1192 E Draper Parkway #221,Draper,UT,84020,541320
1552706,Splendid Cleaners,"Platinum First Cleaners, Inc.",1287 First Ave,New York,NY,10021,812320
1553044,G & P Forestry Services,"G & P Forestry Services, Inc.",33 Plum Street,Ashland,ME,4732,115310
1615904,"Cavazos, Jose S FLC","Cavazos, Jose S FLC",6805 La Reyna Drive,Mission,TX,78572,115115
1616017,Ay Caramba - Canutillo,Ay Caramba Tacos & Carnitas LLC,6874 Doniphan Drive,Canutillo,TX,79835,7221
1612969,JN Phillips,"J.N.Phillips Company, Inc.",65 Great Road,Acton,MA,1720,811122
1607051,Industrial Staffing Inc.,Industrial Staffing Inc.,114 East Macon St,Warrenton,NC,27589,238110
1604127,Care Health Services II,Care Health Services II,3326 Guess Rd. Suite 103,Durham,NC,27704,9690
1600902,The Getchell Agency,The Getchell Agency,1229 Broadway,Bangor,ME,4401,623210
1782253,North Avenue Retreat,"Nora's Home Care, Inc.",5214 North Avenue,Carmichael,CA,95608,623312
1782254,North Avenue Villa,"Nora's Home Care, Inc.",5216 North Avenue,Carmichael,CA,95608,623312
1538613,CPS Security Soultions,CPS Security Solutions Inc.,436 W. Walnut St.,Gardena,CA,90248,561612
1538795,Blue Cat (aab),Blue Cat USA,140 Liggett Road,Bellevue,TX,76228,23611
1543543,Superior Staffing Services,Superior Staffing Services,23 Howe Ave,Passaic,NJ,7055,561320
1395769,Only 99 Cents Store Farmingville,Price Wholesales Inc,2302 North Ocean Ave,Farmingville,NY,11738,45299
1459427,Keyspan Delivery of Long Island,Keyspan,15 Park Drive,Melville,NY,11747,22112
1593249,"Rite Way Service, Inc","Rite Way Service, Inc.",4011 Carya drive,Raleigh,NC,27610,561720
1589092,Hospital Housekeeping Systems,Hospital Housekeeping Systems,322 Congress Avenue,Austin,TX,78701,561720
1580730,"New Horizons Unlimited, Inc.","New Horizons Unlimited, Inc.",14773 County Road 3544,Ada,OK,74821,624310
1642080,"R.L. Campbell Management Services, Inc","R.L. Campbell Management Services, Inc",76 S. Laura St,Jacksonville,FL,32202,238160
1461849,Loomis Fargo & Company,"Loomis Fargo & Company, Inc.",515 Brick Church Park Circle,Nashville,TN,37207,561613
1586115,Ericco LLC,Ericco LLC,P. O. Box 501338,Saipan,MP,96950,237310
1594842,"Summit Enviromental Services, LLC  (FLSA)","Summit Environmental Services, LLC","7200 Plantation Road, Suite 3",Pensacola,FL,32504,236220
1616244,"Arguelles, Jose  (CL)","Arguelles, Jose",1021 Templo St.,Alamo,TX,78516,115115
1616256,"Soto, Gerardo (CL)","Soto, Gerardo FLC",123 Mesquite Dr.,San Juan,TX,78589,115115
1610064,Lone Star Kolaches #2,Wallace Interests,1701 Parmer Lane,Austin,TX,78727,722110
1604251,Avis Rental Car,Avis Rent A Car System,2240 Airport Lane,Minneapolis,MN,55401,53211
1607551,Vince,Kellwood Company,5410 Wilshire Blvd Suite 200 E,Los Angeles,CA,90036,31529
1604414,Subway,"Eat Fresh, LLC",303 Whitehall St.,Abbeville,SC,29620,722213
1491110,Subway- Store B,"Schlote Enterprises, Inc","2950 S. Bear Creek Blvd., # A",Lakewood,CO,80228,72221
1604463,Dominos Pizza,"Pizza Kountz, Inc.",659 N. Main Street,Lake City,TN,37769,722110
1604468,Rufinos Pizza,"A & L Foods, Inc",2700 SR 16,Saint Augustine,FL,32092,722213
1604488,Alabama Department of Youth Services,State of Alabama,P.O. Box 66,Mount Meigs,AL,36057,911
1513425,Ichiban Japanese Restaurant,"Ichiban Sushi, Inc.",737 North Dupont Highway,Dover,DE,19901,722110
1514148,Sprint,"Wireless Focus South, LLC",6155 Eastex Freeway  Suite 284,Beaumont,TX,77706,517212
1514153,Sprint,"Wireless Focus South, LLC",4700 Hwy 365 Suite I,Port Arthur,TX,77642,517212
1597897,"Mission Road Studios, LLC","Wesco Investments, Inc",4300 Mission Road,Kansas City,KS,66103,531110
1597896,"Arrowhead Self Storage, LLC","Wesco Investments, Inc",6972 N. Broadway,Gladstone,MO,64118,531130
1597898,"Broadway Studios, LLC","Wesco Investments, Inc",6300 N. Broadway,Gladstone,MO,64118,531110
1581130,"T & T Staff  Management, Inc.","T & T Staff Management, Inc.",511 Executive Center,El Paso,TX,79902,56133
1581240,Alpha Security,"Alpha Security, Inc.","12805 Old Fort Road, Suite 302",Fort Washington,MD,20744,561611
1576661,Clinton Power Station,Exelon Corporation,8401 Power Rd.,Clinton,IL,61727,221113
1734007,Cam's Carpet,"Cam's Carpet, LLC",127 Wason Rd,Hudson,NH,3051,23611
1543876,Jaguar BP#1,"Hoven Oil Company, Inc.",6401 Old Shell Road,Mobile,AL,36608,447110
1543978,Arrow Exterminators,Arrow Exterminators Inc,1137 Alpharetta Street,Roswell,GA,30075,561710
1547707,Innovative Technical Solutions Inc.,Innovative Technical Solutions Inc.,16414 San Pedro #630,San Antonio,TX,78232,236220
1530735,Davinci Select,"Davinci Select Homes, LP","5521 Greenville, #104-238",Dallas,TX,75206,236116
1570896,Ichiban Sushi,"Ichiban Sushi, Inc.","4401 NW 25th Place, Suite J",Gainesville,FL,32606,722110
1745441,Industrial Water Engineering  - FAA,"Industrial Water Engineering, Inc",7309 Jefferson St. NE,Albuquerque,NM,87109,221310
1616363,Supermercado Econo Rial Altamira,Econo Rial Inc.,1900 Ave Pieiro Esq Expresso Mgnal,Guaynabo,PR,966,445110
1610307,Pacific Coast Steel,Pacific Coast Steel,10888 South Avenue 31 E,Wellton,AZ,85356,423510
1539030,"Gillette Air Conditioning, Inc.","Gillette Air Conditioning, Inc.",1215 San Francisco,San Antonio,TX,78201,238220
1313355,Wilmington Shell,Saab 1 Enterprises Inc.,586 Main Street,Wilmington,MA,1887,44711
1539123,AT &T,"Bellsouth Telecommunication, Inc.","675 West Peachtree Street, NE, Ste 4300",Atlanta,GA,30375,9820
1601289,"Douglass Colony Group, Inc.","Douglass Colony Group, Inc.",5901 East 58th Avenue,Commerce City,CO,80022,236220
1589417,Las Margaritas Cantina,G & M Restaurant Inc.,1035 East 17th Avenue,Denver,CO,80231,722110
1703233,Sedgwick,Sedgwick Claims Management Services Inc.,3273 Ridgeway Drive,Coralville,IA,52241,524298
1608794,Econo Lodge,Ambika Corporation,1815 N. Broadway,Menomonie,WI,54751,721110
1551145,"Heath, Wayne T., Heath Latimer Camp","Wayne T. Heath Farms, Inc.",29069 Lankford Highway,Townsend,VA,23443,11121
1554215,Whelan Security,"Whelan Security Co., Inc.",1750 S Hanley Road,Saint Louis,MO,63144,561612
1554698,Carol Paul,Carol Paul,61 Common Rd.,Union,ME,4862,115115
1613526,XL Cable,"XL Overhead Construction, Inc.",2290 South 3600 West,West Valley City,UT,84119,237130
1610744,Wayne E. Bailey Produce Company,"Wayne Bailey, Inc.",490 Old US Highway 75,Chadbourn,NC,28431,111998
1610924,Big Pappas Pit,Eagle R & R Inc.,2802 E Bearss Ave,Tampa,FL,33613,722110
1604713,Texas Roadhouse,Texas Roadhouse Holdings LLC,925 N. Belt Highway,Saint Joseph,MO,64506,722110
1604735,"AmeriGuard Security Services, Inc.","AmeriGuard Security Services, Inc.",5470  W. Spruce Ave. Ste. 102,Fresno,CA,93722,561612
1604751,Family Dollar,"Family Dollar Stores of Texas, LLC",Post Office Box 1017,Charlotte,NC,28201,452990
1545873,"Style Biz, Inc.","Style Biz, Inc.",942 Towne Street,Los Angeles,CA,90021,315232
1437287,On Parade Diner,Kynouria Restaurant Corp.,7980 Jericho Tpke,Woodbury,NY,11797,722110
1585822,Amy International Corporation,Amy International Corporation,"PMB 589, Box 10003",Saipan,MP,96950,812112
1522767,Berrybrook Enterprises,Berrybrook Enterprises,28230 Elm St.,Dowagiac,MI,49047,111219
1522815,"Safeway Stores, Inc. #1570",Safeway Stores Inc.,890 W. Williams Ave.,Fallon,NV,89406,445110
1523177,KFC- Liberty Street,"L & L Food Service, Inc.",1361 Liberty Street,Springfield,MA,1104,722211
1523398,Wireless Focus South,"Wireless Focus South, LLC","1628 Independence Boulevard, Unit 1500",Virginia Beach,VA,23455,517212
1551294,R23 International Inc,"R23 International, Inc.",721 E 12th Street Suite 6,Los Angeles,CA,90021,315232
1559257,Roth Trucking,"Roth Trucking, Inc.",3171 4 Mile Road NW,Grand Rapids,MI,49544,561431
1613684,A & W Construction LLC,A & W Construction LLC,609 Silvermaple Lane,Noble,OK,73068,238140
1613687,"San-Way Farms, Inc.","San-Way Farms, Inc.",P.O. Box 132,Sydney,FL,33587,111333
1613753,Wind River Construction - DFAC,"Wind River Construction, LLC",2407 N.W. 82nd St.,Lawton,OK,73505,236220
1536878,Plymouth Radisson,Regency Midwest Ventures Limited Partnership,3131 Campus Drive,Plymouth,MN,55441,721110
1610707,C & H Fire Protection Inc.,C & H Fire Protection Inc.,170 Sand Bar Lane,Detroit,MI,48214,238220
1607814,Rent Source,"Rent Source, Incorporated",10501 W. Shawnee Mission Parkway,Shawnee,KS,66203,532210
1670034,Antoni's Italian Caf,"B & L Foods, Inc.",1118 Coolidge Boulevard # A,Lafayette,LA,70503,722110
1546059,Echo Trail Home,New Lite Living Choices,3634 Vest Mill Road,Winston Salem,NC,27103,9690
1546116,"Raysor Trucking, Inc","Raysor Trucking, Inc","8331 Pontiac Street, Suite 200",Commerce City,CO,80022,491110
1546193,Lone Wolf Body Art -- South,"Full Moon, Inc.",1334 West Main Street,Franklin,TN,37064,812199
1598200,Pacific Coast Steel,Pacific Coast Steel,3880 E Deersprings Way,North Las Vegas,NV,89086,23621
1469891,U Mass Memorial Medical Center,U Mass Memorial Medical Center,55 Lake Avenue North,Worcester,MA,1655,622110
1540926,Camino Real Mexican Restaurant,"Camino Real Mexican Restaurant 9, Inc.",5332 Cane Ridge Rd,Antioch,TN,37013,722110
1445493,"Reliable Framing, Inc.","Reliable Framing, Inc.",8975 Double Diamond Parkway,Reno,NV,89521,238130
1594796,"Quinco Electrical of Georgia,  Inc.","Quinco Electrical, Inc.",7575 Owl Creek Drive,Douglasville,GA,30134,238210
1555547,Village Pointe Cinema,The Marcus Theatre Corporation,304 N. 174 Street,Omaha,NE,68118,512131
1555549,Marcus 20 Grand Theatres,Marcus Theatre Corporation,14304 W. Maple Road,Omaha,NE,68164,512131
1555720,Aall Care  Home Health,"Aall Care Living Services, Inc.",4867 South Sheridan,Tulsa,OK,74145,6216
1544266,"I.R.R.A., Inc.","Information Referral Resource Assistance, Inc",508 E Elizabeth,Brownsville,TX,78520,9710
1542635,"Microtel Inn & Suites, Inc.","Microtel Inn & Suites, Inc.",13049 Old Glenn Highway,Eagle River,AK,99577,721110
1387083,Lanterna Tuscan Bistro,MRG Restaurant Group LLC,3 South Broadway,Nyack,NY,10960,72211
1568992,The Arc of Jefferson County,"The Arc of Jefferson County, Inc.",Alice E. Pigman Center,Birmingham,AL,35205,62321
1552881,"Mo Industries (dba Ella, Moss, Splendid)","Mo Industries, LLC",3751 S. Hill Street,Los Angeles,CA,90007,315233
1552889,Town of Islip,Town of Islip,145 Second Avenue,Bay Shore,NY,11706,9760
1553001,Rite Way Services,"Rite Way Service, Inc",14231 Seaway Road  Suite F-8,Gulfport,MS,39503,561720
1746966,Guam Behavioral Health and Wellness Center,Guam Dept. of Mental Health & Substance Abuse,790 Gov. Camacho Rd,Tamuning,GU,96913,9190
1590491,ACME Furniture,ACME Furniture Industry Inc.,18895  E. Arenth Ave,City of Industry,CA,91748,423210
1665298,Subway,"ANS Associates, LLC",150 West Bay Area Blvd,Webster,TX,77598,722211
1560648,"Sonic Drive-In of Florence, LLC",Sonic Drive In,1021 Crosspark Blvd.,Florence,MS,39073,722211
1514667,"Sodexho, Inc.","Sodexho, Inc.",College Hill Road,Philippi,WV,26416,722310
1556153,Gurnee Cinemas,"Marcus Theatre Corporation, the",6144 Grand Ave.,Gurnee,IL,60031,512131
1617212,Alameda County Medical Center,Alameda County Medical Center,15400 Foothill Blvd,San Leandro,CA,94578,966
1565498,Fernic Building Maintenance,"Fernic, Inc.","7505 Glenview Drive, Suite 150",North Richland Hills,TX,76180,561720
1565609,Speed of Light Tanning Salon,Speed of Light Tanning Salon,7220 Chapman Highway #D,Knoxville,TN,37902,81219
1558906,Our House Assisted Living (East Sandy),River Pointe Management LLC,8670 South 1325 East,Sandy,UT,84070,62331
1546375,"Gonzalez, Jose C. Jr.",Gonzalez Harvesting LLC,806 North Montemorelos,Mission,TX,78573,115115
1601952,New York City Housing Authority,New York City Housing Authority,90 Church Street,New York,NY,10007,925110
1605009,New Mexico Commission for the Blind,State of New Mexico,2200 Yale Blvd. SE,Albuquerque,NM,87106,9390
1550613,Eastglen 16 Theater,Dickinson Theaters,1451 N.E. Douglas Street,Lees Summit,MO,64086,512131
1550742,City of Ft. Worth - Environmental Management,City of Fort Worth,1000 Throckmorton,Fort Worth,TX,76133,9890
1559881,City of Detroit Fire Department,Detroit Fire Department,250 W Larned,Detroit,MI,48226,9630
1717493,Jose G. Zamarripa Harvesting,"Jose G Zamarripa Harvesting, Inc.",77 S Lime Street,Fellsmere,FL,32948,115115
1571447,Triumph Foods,"Triumph Foods, LLC",5302 Stockyards Expressway,Saint Joseph,MO,64504,311612
1557844,Lone Wolf Body Art - East,"Full Moon, Inc.",328 N Cumberland,Lebanon,TN,37087,812199
1557890,Midtown Building Maintenance,Midtown Building Maintenance,11021 Hesby Street # 5,North Hollywood,CA,91601,561720
1564283,Total Comfort Installation (TCI),"TCI Contracting, LLC",176 River Bend Blvd.,Saint Rose,LA,70087,238310
1555053,Pizza Guys - #110,"RSM, Inc","8399 Folsom Blvd, Suite 3",Sacramento,CA,95826,722211
1760008,McAda Drilling Fluids,McAda Drilling Fluids Inc,7202 US HWY 59,Victoria,TX,77901,211111
1556727,SS IT Consulting Corp,SS IT Consulting Corporation,6345 Green Jay Bend,Columbus,OH,43230,541519
1589621,"Arrowhead Contracting, Inc.","Arrowhead Contracting, Inc.",10981 Eicher Drive,Lenexa,KS,66219,236220
1546616,Sheridan Mechanical Corp.,Sheridan Mechanical Corporation,189 Sheridan Ave,Paterson,NJ,7502,23822
1583729,Advantage Logestic,SuperValu,500 Charteroak Ranch Road,Fountain,CO,80817,311999
1558042,Bobby Ham Housing Provider,"Ham Farms, Inc.",90 Ham Produce Road,Snow Hill,NC,28580,721310
1551992,Montefiore Medical Center,Montefiore Medical Center,111 East 210th Street,Bronx,NY,10467,622110
1452279,Little Caesars Pizza,"JP Food Service, LTD.",61 North St.,Auburn,NY,13021,72221
1573650,"Dole Food Company, Inc","Dole Food Company, Inc",1 Dole Drive,Westlake Village,CA,91362,42448
1596935,Hospital Housekeeping,"Hospital Housekeeping Systems, Ltd.",Houston Northwest Medical Center,Houston,TX,77090,561720
1546919,"Seven One Seven Parking Services, Inc","Seven One Seven Parking Services, Inc",1523 North Franklin Street,Tampa,FL,33602,812930
1507684,The Fish House,"The Fish House, Inc.",10000 SW 56th Street,Miami,FL,33165,722110
1560961,Valhalla Memory Gardens,"Stewart Enterprise, Inc.",700 Winchester Road,Huntsville,AL,35811,812210
1561097,Sport Clips #40210,Wildcat Investments LLC,16318 West 65th Street,Shawnee,KS,66217,812111
1531504,El Monterrey,"El Monterrey Mexican Restaurant, Inc",5095 W. Kellogg,Wichita,KS,67212,722110
1599732,United Family,United Family,5601 McKinley Ave. #B,Los Angeles,CA,90011,31521
1689647,"Libsys, Inc.","Libsys, Inc.",2020 Calamos Ct. Suite 200,Naperville,IL,60563,541519
1462806,Manhattan International,"Manhattan International Transportation, Inc.",528 Gibbon Street,Alexandria,VA,22314,48532
1463607,"Side Bar & Associates, Inc.","Side Bar & Associates, Inc.",SBA Security Services,Oakland,CA,94621,561612
1558206,La Estrella Market 2,La Estrella Market 2,1860 Bauder St.,Selma,CA,93662,445110
1552276,Austin Suites Hotel,Mann Inn Inc.,8300 N. IH 35,Austin,TX,78753,721110
1536266,Fiesta Resort and Spa Saipan,"Asia Pacific Hotels, Inc.",P. O. Box 501029,Saipan,MP,96950,721110
1500176,Gentiva Health Services,"Gentiva Health Services, Inc.",1908 N. Dale Lane,Spokane,WA,99212,621610
1591371,"Plantel Nurseries, Inc","Plantel Nurseries, Inc",2890 Telephone Rd,Santa Maria,CA,93454,115115
1565927,Institute of Applied Human Dynamics (IAHD),"The Institutes of Applied Human Dynamics, Inc",3625 Bainbridge Avenue,Bronx,NY,10467,6239
1565934,Erie Materials,"Erie Materials, Inc.",33 Phelps St.,Binghamton,NY,13901,423330
1566033,Fastrac,"Fastrac Markets, L.L.C.",3007 East Avenue,Central Square,NY,13036,445120
1587432,Pacific Coast Steel,Pacific Coast Steel,4805 Murphy Canyon Rd.,San Diego,CA,92123,23812
1559227,City and County of Denver,City and County of Denver,Denver Sheriff Department,Denver,CO,80216,9890
1559236,Morningstar Foods,Dean Foods,920 Sextonville,Richland Center,WI,53581,311511
1559375,"WA, State of - Department of Corrections","WA, State of - Department of Corrections",16700 177th Avenue SE,Monroe,WA,98272,561612
1566959,Louisiana Correctional Institute for Women,LA Dept. of Public Safety and Corrections,7205 Hwy 74,Saint Gabriel,LA,70776,9110
1572271,Pacific Coast Steel,Pacific Coast Steel,"166 E 14000 South, Suite 120",Draper,UT,84020,238120
1483616,"Penn State Erie, The Behrend College",Pennsylvania State University,5091 Station Road,Erie,PA,16563,611310
1532864,China Garden Buffet,"China Garden Buffet, Inc.",2059 NE Burnside Rd,Gresham,OR,97030,722110
1599954,Gillis Farms,"Gillis Farms, Inc.",P.O. Box 31,Hatch,NM,87937,111219
1533130,Blue Cat USA (acme),Blue Cat USA,P. O. 959,Decatur,TX,76234,23611
1533289,Austin Suites Hotel,"Mann Inn, Inc.",8300 North IH 35,Austin,TX,78753,721110
1457268,Chesterbrook Academy,Nobel Learning Communities,2115 West Millbrook Rd.,Raleigh,NC,27604,62441
1584698,Sharon Hill Statiion,United State Postal Services,Sharon Hill Station,Sharon Hill,PA,19079,491110
1572142,"Silver Lane, LLC, HP",Silver Lane LLC,4114  Silver Lane,Valrico,FL,33595,721310
1564752,Alliance Mechanical,Alliance Mechanical Inc.,5025 West Diablo Dr,Las Vegas,NV,89118,238220
1564805,Planet Hollywood Resort and Casino,"Harrah's Operating Company, Inc.",One Harrah's Court,Las Vegas,NV,89119,721120
1565046,Receivable Management Services,Receivable Management Services,317 North Main Street,Pueblo,CO,81001,56142
1565094,Bethel Health Inc.,Bethel Health Inc,7575 65th Way,Pinellas Park,FL,33781,62331
1554014,Trane U.S. Inc,Ingersoll Rand,3500 S 1st Ave. Suite 150,Sioux Falls,SD,57105,238220
1536469,Subway of Waycross #1,"ERN, Inc.",2211 Memorial Drive,Waycross,GA,31501,722211
1536570,Fast Gas #5,Westring Inc,1091 N State St,Orem,UT,84057,424720
1536582,Top of World Buffet,Family Buffet Inc,8441 W. Center Road,Omaha,NE,68124,722211
1573753,"Reed Contracting Services, Inc","Reed Contracting Services, Inc.","2101 Governors Drive, SW",Huntsville,AL,35803,23611
1566086,Garwood Orchards Inc.,"Garwood Orchards, Inc.",5911 W CR 50 S,La Porte,IN,46350,111331
1569975,Hopewell Care Homes,Hopewell Care Homes,3825 Atwell Drive,Nashville,TN,37207,623210
1559548,"Coventry Health Care, Inc.","Coventry Health Care, Inc.",5130 West Eisenhower Boulevard,Tampa,FL,33614,524114
1701236,"Meadow Gold Dairies/Southern Foods Group, LLC","Dean Foods, Inc.",312 3rd Avenue S,Great Falls,MT,59405,424430
1491764,Allegheny County Bureau of Police,Allegheny County,400 N. Lexington St,Pittsburgh,PA,15208,9640
1577492,Teen Bell,"Touch Me Fashion, Inc",1100 S. San Pedro St #N-02,Los Angeles,CA,90015,31523
1482871,Whole Foods Market,"Whole Foods Market Group, Inc.",11701 Lake Victoria,Palm Beach Gardens,FL,33418,445110
1699665,A-1 Recovery (Bakersfield),"Wessels Enterprises, Inc.",1537 Art St.,Bakersfield,CA,93312,561491
1789724,Forever 21 #779,"Forever 21, Inc.",13350 Dallas Pkwy,Dallas,TX,75240,448150
1778275,Go Wireless - Metro PCS,Go Indy Inc.,6028 East 46th Street,Indianapolis,IN,46226,517210
1773460,Rancho Viejo Mexican Restaurant,Rancho Viejo Mexican Restaurant LLC,12 Ellicott St.,Batavia,NY,14020,722110
1640407,Eurostar Warehouse Shoes,"Eurostar, Inc.",13425 South Figueroa,Gardena,CA,90247,448210
1555111,Rolando Villagomez Torres,Rolando Villagomez Torres,82 Hutson Trailer Park,Ravenswood,WV,26164,115115
1542312,Rite of Passage,"Rite of Passage, Inc",2801 E. Quincy Ave.,Watkins,CO,80137,922190
1539200,Key Food Supermarket,"Gemstone Supermarkets, Inc.",6150 Springfield Boulevard,Queens Village,NY,11428,44511
1542451,"Charles T. Sitrin Health Care Center, Inc.","Charles T. Sitrin Health Care Center, Inc.",2050 Tilden Ave,New Hartford,NY,13413,623110
1536223,RST Gutters - ACME,"R.S.T. Gutters, Inc",4709 Turner Warnell #A,Arlington,TX,76001,238160
1532524,Subway Restaurant,Roya Jamshidi,347B Hughes Road,Madison,AL,35758,722211
1536430,Heritage Hall,"American HealthCare, LLC",9434 Coeburn Mountain Road,Wise,VA,24293,623110
1727810,Nunos Complete Car Care- Arlington Heights,"Nunos Complete Car Care IV, Inv",1604 W. Northwest Highway,Arlington Heights,IL,60004,81111
1406383,Family Dollar Store,"Family Dollar Stores of Colorado, Inc.",3770 Airport Rd,Colorado Springs,CO,80916,453998
1733220,Holiday Inn- Market Center,"Prism Hospitality, L.P.",4500 Harry Hines Blvd,Dallas,TX,75219,721110
1532651,"Guerra, Maria","Guerra, Maria",201 1/2 N. Republic,Weslaco,TX,78596,115115
1399549,"Frankie Threet, FLC","Frankie Threet, FLC",9315 Old Hastings Rd,Hastings,FL,32145,111219
1616207,"Guerra, Maria FLC","Guerra, Maria",201 1/2 N. Republic Street,Weslaco,TX,78596,115115
1691874,Subway,"Granneman Investments, Inc",711 West Burlington Ave,Fairfield,IA,52556,722211
1491168,Annalee Sanchez- FLC,"Annalee Sanchez dba Annalee Sanchez, FLC",307 East Higday Street,Columbus,NM,88029,11121
1621121,River Valley Co-op,"River Vallley Cooperative, Inc.",111 West Davenport Street,Eldridge,IA,52748,493130
1621646,Abacus Technology Corporation,Abacus Technology Corporation,2225 Stanley Road,San Antonio,TX,78234,517919
1646099,Marquis Care Shasta,"Marquis Companies I, Inc.",3550 Churn Creek Road,Redding,CA,96002,623110
1418565,Church's Chicken #4894,"QFS, Inc.",101 Hoffman Drive,Lagrange,GA,30241,722110
1433668,"Autobuses Adame, LTD","Autobuses Ejecutivos,LLC",4047 Nolensville Pike,Nashville,TN,37211,48599
1785875,Mercy Hospital,Allina Health Systems,4050 Coon Rapids Blvd.,Minneapolis,MN,55433,622110
1782488,"Robert S. Congdon Harvesting, Inc. - AGER","Robert S. Congdon Harvesting, Inc.",3400 Pryor Rd.,Haines City,FL,33844,115115
1773601,"Thunder Ridge Transport, Inc.","Thunder Ridge Transport, Inc.",8458 N. State Highway H,Fair Grove,MO,65648,484230
1778682,F & A Astorga Care Home (Meadowspring),F & A Astorga Care Home LLC,8936 Meadowspring Dr.,Elk Grove,CA,95758,623210
1556699,Tortuga Mexican Kitchen,Mexican Restaurants Incorporated,6010 Seawall 61st St,Galveston,TX,77550,722110
1544416,Sunglass Hut,Luxottica Retail,4650 N. Hwy 89,Flagstaff,AZ,86004,325211
1773710,Golden Bear Restaurant and Pancake House,"Golden Bear Restaurant Group, Inc.",2625 S US Hwy 1,Fort Pierce,FL,34982,722110
1558075,BeBe,"Bebe Stores, Inc",C/O LAKESIDE MALL,Metairie,LA,70002,448150
1539325,"Parking Area Maintenance, Inc.","Parking Area Maintenance, Inc.",6920 Asphalt Avenue,Tampa,FL,33614,324122
1781281,Florida Star Farms - AGER,"Florida Star Farms, Inc.","1305 W. Dr. Martin Luther King Jr., Blvd",Plant City,FL,33563,111333
1400216,"Pet Supplies Plus, Manhasset",Nobo Operating Corp.,1170 Northern Blvd.,Manhasset,NY,11030,45391
1401821,"San Francisco City Lights, Inc.","San Francisco City Lights, Inc.",470 Alabama Street,San Francisco,CA,94110,315233
1714390,Jimmy John's,"CWL Investments, LLC",25253 Evergreen Road,Southfield,MI,48075,722211
1621084,Orange Regional Medical Center,Orange Regional Medical Center,60 Prospect Avenue,Middletown,NY,10940,622110
1714446,La Estrella Market #3,La Estrella Market #3,2345 Whitson St.,Selma,CA,93662,4451
1619040,Reef Services LLC,Reef Services LLC,4167 N. Fm 1053,Fort Stockton,TX,79735,213112
1735046,Gill Enterprises,"Gill Enterprises, LLC.",202 West Atlantic Street,South Hill,VA,23970,484220
1739745,Econo Lodge,Econo Lodge,US 30 East,Lancaster,PA,17602,721110
1723973,"Arnold Transportation Services, Inc.","Arnold Transportation Services, Inc.",9523 Florida Mining Blvd.,Jacksonville,FL,32257,484121
1727042,Pomex Construction,"Pomex Construction, Inc.",2428 W. Polk Ave,Chicago,IL,60612,238190
1533330,"RL Campbell Management Services, Inc.","RL Campbell Management Services, Inc.",76 S. Laura Street Ste. 2102,Jacksonville,FL,32202,541618
1540357,"L & J Homes, Inc.","L & J Homes, Inc",P. O. Box 2273,Burlington,NC,27216,969
1480416,Harbourwood Nursing Center,"Senior Care Group, Inc.",2855 Gulf to Bay Blvd. Bldg. 31,Clearwater,FL,33759,623110
1550305,Springs Farms Housing,Springs Farms,2580 Coltharpe Road,Fort Mill,SC,29715,111339
1458390,New World Chinese Buffet,New World Buffet LLC,1199 N. Euclide,Anaheim,CA,92801,722110
1758280,Friendly Confines Lake Mary,C. Jordan Enterprises Inc.,"7025 County Rd. 46, Suite 1001",Lake Mary,FL,32746,722110
1776751,Lisa A. Thomas,Lisa A. Thomas,19418 Remington Martin Dr,Houston,TX,77073,621610
1491441,Harris Farms,"Harris Farms, Inc.",104 Park Ln,Carrollton,KY,41008,561720
1464336,"Executive Management Services, Inc.","Executive Management Services, Inc.",500 Locust Valley Road,Greensburg,PA,15601,561720
